subscription_id,customer_id,plan_id,start_date,end_date,status,billing_cycle,cancellation_reason
1970,1902,4,2023-04-18,2023-07-18,canceled,yearly,other
1971,1903,1,2023-07-17,,active,monthly,
1972,1904,2,2024-06-11,2024-06-30,canceled,monthly,other
1973,1905,1,2023-10-27,,active,monthly,
1974,1906,1,2023-07-23,,active,monthly,
1975,1907,4,2024-03-24,,active,yearly,
1976,1908,1,2023-12-19,,active,monthly,
1977,1909,1,2024-01-07,,active,monthly,
1978,1910,4,2023-12-06,,active,yearly,
1979,1911,3,2023-07-24,,active,monthly,
1980,1912,1,2023-02-21,,active,monthly,
1981,1913,2,2023-03-08,,active,monthly,
1982,1914,1,2024-03-13,,active,monthly,
1983,1915,1,2023-04-12,2023-06-12,canceled,monthly,competitor
1984,1915,3,2023-07-06,,active,monthly,
1985,1916,1,2023-08-20,,active,monthly,
1986,1917,2,2023-08-11,,active,monthly,
1987,1918,1,2024-02-09,,active,monthly,
1988,1919,3,2023-12-14,,active,monthly,
1989,1920,1,2024-05-31,,active,monthly,
1990,1921,3,2023-04-02,,active,monthly,
1991,1922,1,2023-03-30,,active,monthly,
1992,1923,2,2024-03-01,,active,monthly,
1993,1924,2,2023-06-20,2023-07-20,canceled,monthly,competitor
1994,1925,4,2023-11-15,,active,yearly,
1995,1926,3,2023-04-23,,active,monthly,
1996,1927,1,2023-11-15,,active,monthly,
1997,1928,1,2024-04-01,,active,monthly,
1998,1929,2,2023-09-02,,active,monthly,
1999,1930,2,2023-02-21,,active,monthly,
2000,1931,1,2023-03-28,,active,monthly,
2001,1932,4,2024-06-04,2024-06-30,canceled,yearly,competitor
2002,1933,2,2024-06-15,,active,monthly,
2003,1934,2,2024-04-05,,active,monthly,
2004,1935,1,2024-01-25,2024-02-25,canceled,monthly,price
2005,1936,2,2023-11-16,,active,monthly,
2006,1937,2,2023-12-09,,active,monthly,
2007,1938,1,2024-04-24,2024-06-30,canceled,monthly,other
2008,1939,3,2023-12-07,,active,monthly,
2009,1940,4,2023-02-10,2023-06-10,canceled,yearly,features
2010,1941,3,2023-06-15,2023-09-15,canceled,monthly,competitor
2011,1942,1,2023-05-26,,active,monthly,
2012,1943,4,2023-01-16,2023-10-16,canceled,yearly,competitor
2013,1943,3,2023-11-05,,active,monthly,
2014,1944,3,2023-11-18,2024-06-18,canceled,monthly,competitor
2015,1944,4,2024-06-19,2024-06-30,canceled,yearly,price
2016,1945,4,2023-08-06,2024-03-06,canceled,yearly,price
2017,1946,2,2024-04-18,,active,monthly,
2018,1947,1,2023-03-29,,active,monthly,
2019,1948,4,2023-08-04,,active,yearly,
2020,1949,1,2023-03-10,,active,monthly,
2021,1950,4,2023-05-02,,active,yearly,
2022,1951,4,2024-04-01,,active,yearly,
2023,1952,2,2023-12-02,2024-06-30,canceled,monthly,other
2024,1953,2,2024-04-29,2024-05-29,canceled,monthly,price
2025,1954,2,2024-03-09,,active,monthly,
2026,1955,2,2023-07-25,,active,monthly,
2027,1956,4,2023-03-10,2023-04-10,canceled,yearly,price
2028,1957,4,2023-05-01,2024-02-01,canceled,yearly,other
2029,1958,1,2023-11-27,2024-01-27,canceled,monthly,price
2030,1959,1,2023-04-05,2023-05-05,canceled,monthly,other
2031,1959,1,2023-05-20,,active,monthly,
2032,1960,1,2023-12-26,,active,monthly,
2033,1961,1,2024-03-16,,active,monthly,
2034,1962,1,2023-06-03,,active,monthly,
2035,1963,2,2023-01-18,2023-04-18,canceled,monthly,price
2036,1964,4,2023-09-10,,active,yearly,
2037,1965,1,2024-06-28,2024-06-30,canceled,monthly,price
2038,1966,2,2023-06-28,,active,monthly,
2039,1967,1,2023-12-10,,active,monthly,
2040,1968,1,2023-05-06,,active,monthly,
2041,1969,4,2023-12-25,2024-01-25,canceled,yearly,other
2042,1970,4,2023-12-01,2024-06-01,canceled,yearly,price
2043,1970,1,2024-06-05,,active,monthly,
2044,1971,2,2023-07-25,,active,monthly,
2045,1972,2,2023-09-14,2023-10-14,canceled,monthly,price
2046,1973,2,2024-06-10,,active,monthly,
2047,1974,2,2024-01-04,,active,monthly,
2048,1975,1,2023-04-16,2024-02-16,canceled,monthly,competitor
2049,1976,1,2024-04-10,,active,monthly,
2050,1977,2,2023-05-12,,active,monthly,
2051,1978,1,2024-01-12,,active,monthly,
2052,1979,4,2023-12-11,2024-06-30,canceled,yearly,price
2053,1980,2,2024-03-03,,active,monthly,
2054,1981,2,2023-07-25,,active,monthly,
2055,1982,1,2024-06-29,,active,monthly,
2056,1983,2,2023-03-18,,active,monthly,
2057,1984,2,2023-06-03,,active,monthly,
2058,1985,2,2023-03-09,,active,monthly,
2059,1986,3,2023-08-08,,active,monthly,
2060,1987,1,2023-11-16,,active,monthly,
2061,1988,2,2023-02-08,2023-03-08,canceled,monthly,price
2062,1989,2,2023-08-10,2024-01-10,canceled,monthly,competitor
2063,1989,1,2024-01-22,,active,monthly,
2064,1990,2,2023-12-01,,active,monthly,
2065,1991,4,2024-06-21,2024-06-30,canceled,yearly,price
2066,1992,3,2023-01-04,2023-02-04,canceled,monthly,competitor
2067,1993,4,2023-03-10,2023-10-10,canceled,yearly,features
2068,1994,1,2024-06-11,,active,monthly,
2069,1995,4,2023-06-21,,active,yearly,
2070,1996,4,2023-01-04,2023-06-04,canceled,yearly,price
2071,1997,1,2023-03-29,2023-05-29,canceled,monthly,price
2072,1997,1,2023-06-19,,active,monthly,
2073,1998,2,2024-06-13,2024-06-30,canceled,monthly,features
2074,1999,4,2023-05-12,,active,yearly,
2075,2000,4,2023-02-26,2023-05-26,canceled,yearly,price
2076,2001,4,2024-01-04,,active,yearly,
2077,2002,1,2024-02-05,2024-06-30,canceled,monthly,features
2078,2003,1,2023-05-06,,active,monthly,
2079,2004,4,2024-03-13,2024-04-13,canceled,yearly,price
2080,2005,1,2023-07-06,,active,monthly,
2081,2006,2,2023-02-17,,active,monthly,
2082,2007,4,2023-11-13,,active,yearly,
2083,2008,3,2024-04-13,,active,monthly,
2084,2009,2,2024-04-20,2024-05-20,canceled,monthly,competitor
2085,2010,2,2023-01-05,,active,monthly,
2086,2011,3,2023-11-21,2023-12-21,canceled,monthly,competitor
2087,2012,4,2023-08-03,2024-05-03,canceled,yearly,competitor
2088,2012,1,2024-05-22,,active,monthly,
2089,2013,2,2024-05-09,,active,monthly,
2090,2014,2,2023-01-15,2023-03-15,canceled,monthly,features
2091,2015,4,2023-04-16,2024-03-16,canceled,yearly,features
2092,2016,4,2023-12-13,,active,yearly,
2093,2017,3,2023-07-31,,active,monthly,
2094,2018,2,2023-05-23,,active,monthly,
2095,2019,3,2024-06-11,2024-06-30,canceled,monthly,competitor
2096,2020,1,2023-03-25,2023-04-25,canceled,monthly,features
2097,2021,1,2024-03-04,2024-05-04,canceled,monthly,competitor
2098,2022,2,2023-06-01,2024-06-01,canceled,monthly,other
2099,2023,4,2024-04-02,2024-06-02,canceled,yearly,price
2100,2024,1,2023-06-17,,active,monthly,
2101,2025,2,2024-06-19,2024-06-30,canceled,monthly,other
2102,2026,1,2023-02-17,,active,monthly,
2103,2027,1,2023-04-30,,active,monthly,
2104,2028,1,2023-04-28,,active,monthly,
2105,2029,4,2023-06-19,2023-10-19,canceled,yearly,price
2106,2030,3,2023-06-23,,active,monthly,
2107,2031,1,2023-12-04,,active,monthly,
2108,2032,1,2024-02-17,,active,monthly,
2109,2033,1,2023-11-27,,active,monthly,
2110,2034,1,2024-01-29,2024-02-29,canceled,monthly,features
2111,2035,2,2024-02-28,,active,monthly,
2112,2036,3,2023-05-25,,active,monthly,
2113,2037,4,2023-03-01,,active,yearly,
2114,2038,4,2023-09-30,,active,yearly,
2115,2039,1,2024-05-19,,active,monthly,
2116,2040,1,2023-09-03,,active,monthly,
2117,2041,2,2023-07-26,,active,monthly,
2118,2042,2,2023-06-09,2023-08-09,canceled,monthly,competitor
2119,2043,3,2024-04-02,,active,monthly,
2120,2044,1,2023-07-08,2024-06-08,canceled,monthly,price
2121,2045,3,2023-11-15,,active,monthly,
2122,2046,2,2024-02-02,,active,monthly,
2123,2047,4,2023-09-05,,active,yearly,
2124,2048,4,2023-01-05,,active,yearly,
2125,2049,4,2024-02-23,2024-06-30,canceled,yearly,price
2126,2050,2,2023-05-08,,active,monthly,
2127,2051,2,2024-04-07,2024-05-07,canceled,monthly,price
2128,2052,1,2023-03-03,,active,monthly,
2129,2053,3,2023-09-29,2023-12-29,canceled,monthly,competitor
2130,2054,1,2023-10-18,,active,monthly,
2131,2055,2,2023-06-06,,active,monthly,
2132,2056,1,2024-06-26,2024-06-30,canceled,monthly,features
2133,2057,1,2023-12-04,2024-06-30,canceled,monthly,other
2134,2058,1,2023-11-03,,active,monthly,
2135,2059,2,2023-02-22,2024-01-22,canceled,monthly,price
2136,2059,1,2024-02-01,2024-06-30,canceled,monthly,competitor
2137,2060,2,2024-01-22,,active,monthly,
2138,2061,2,2023-01-20,2023-03-20,canceled,monthly,price
2139,2062,1,2023-05-19,,active,monthly,
2140,2063,2,2023-08-26,,active,monthly,
2141,2064,2,2024-02-29,,active,monthly,
2142,2065,1,2023-02-05,,active,monthly,
2143,2066,2,2024-01-13,,active,monthly,
2144,2067,1,2023-12-03,2024-01-03,canceled,monthly,other
2145,2067,3,2024-01-28,,active,monthly,
2146,2068,1,2024-02-06,2024-03-06,canceled,monthly,price
2147,2069,1,2023-11-27,,active,monthly,
2148,2070,4,2023-06-06,,active,yearly,
2149,2071,4,2023-09-09,,active,yearly,
2150,2072,1,2023-06-20,2023-08-20,canceled,monthly,price
2151,2072,3,2023-09-02,,active,monthly,
2152,2073,4,2023-10-27,,active,yearly,
2153,2074,1,2023-07-12,2024-05-12,canceled,monthly,competitor
2154,2075,3,2023-08-12,,active,monthly,
2155,2076,2,2023-11-16,,active,monthly,
2156,2077,1,2023-07-16,,active,monthly,
2157,2078,2,2023-08-10,,active,monthly,
2158,2079,1,2024-02-04,,active,monthly,
2159,2080,2,2023-08-15,2024-06-30,canceled,monthly,competitor
2160,2081,1,2023-11-16,2024-06-30,canceled,monthly,features
2161,2082,1,2024-06-10,,active,monthly,
2162,2083,1,2024-02-12,,active,monthly,
2163,2084,3,2023-02-04,,active,monthly,
2164,2085,1,2023-08-17,,active,monthly,
2165,2086,1,2023-01-15,2023-05-15,canceled,monthly,price
2166,2087,3,2023-01-21,,active,monthly,
2167,2088,1,2024-01-04,2024-04-04,canceled,monthly,features
2168,2089,4,2024-05-17,,active,yearly,
2169,2090,4,2024-01-13,2024-03-13,canceled,yearly,competitor
2170,2091,3,2023-04-17,,active,monthly,
2171,2092,3,2023-08-14,2023-10-14,canceled,monthly,price
2172,2093,2,2023-08-18,,active,monthly,
2173,2094,1,2024-02-27,,active,monthly,
2174,2095,2,2024-02-13,,active,monthly,
2175,2096,1,2024-06-07,,active,monthly,
2176,2097,4,2024-01-07,,active,yearly,
2177,2098,1,2023-12-28,2024-01-28,canceled,monthly,price
2178,2098,1,2024-02-18,,active,monthly,
2179,2099,1,2023-03-24,2023-11-24,canceled,monthly,competitor
2180,2100,1,2024-02-28,,active,monthly,
2181,2101,1,2024-04-11,,active,monthly,
2182,2102,3,2023-09-11,,active,monthly,
2183,2103,1,2023-10-13,,active,monthly,
2184,2104,2,2023-02-16,,active,monthly,
2185,2105,1,2024-04-17,,active,monthly,
2186,2106,2,2024-02-17,,active,monthly,
2187,2107,1,2023-03-11,,active,monthly,
2188,2108,1,2024-01-27,,active,monthly,
2189,2109,4,2023-02-09,,active,yearly,
2190,2110,1,2024-05-17,,active,monthly,
2191,2111,4,2023-04-18,2023-07-18,canceled,yearly,price
2192,2111,1,2023-08-01,2024-04-01,canceled,monthly,competitor
2193,2112,3,2024-06-08,,active,monthly,
2194,2113,3,2023-06-28,,active,monthly,
2195,2114,1,2023-12-30,,active,monthly,
2196,2115,1,2023-07-29,2023-09-29,canceled,monthly,competitor
2197,2116,3,2023-01-19,,active,monthly,
2198,2117,2,2023-09-17,2023-11-17,canceled,monthly,price
2199,2118,4,2023-05-24,2023-07-24,canceled,yearly,features
2200,2119,2,2023-06-12,,active,monthly,
2201,2120,1,2023-09-27,2023-10-27,canceled,monthly,price
2202,2121,4,2023-11-19,,active,yearly,
2203,2122,1,2023-02-14,2024-01-14,canceled,monthly,features
2204,2123,1,2023-10-25,,active,monthly,
2205,2124,1,2024-01-03,2024-02-03,canceled,monthly,other
2206,2125,1,2023-07-26,2024-01-26,canceled,monthly,other
2207,2126,1,2023-11-30,,active,monthly,
2208,2127,3,2023-04-25,,active,monthly,
2209,2128,2,2023-02-21,,active,monthly,
2210,2129,1,2024-06-29,2024-06-30,canceled,monthly,price
2211,2130,3,2024-06-27,2024-06-30,canceled,monthly,price
2212,2131,1,2023-01-23,,active,monthly,
2213,2132,4,2023-09-28,2024-02-28,canceled,yearly,features
2214,2133,1,2024-03-27,,active,monthly,
2215,2134,1,2023-07-03,,active,monthly,
2216,2135,1,2024-01-21,2024-02-21,canceled,monthly,competitor
2217,2136,4,2023-12-10,,active,yearly,
2218,2137,1,2023-12-04,,active,monthly,
2219,2138,1,2023-11-07,,active,monthly,
2220,2139,4,2023-03-08,2023-11-08,canceled,yearly,competitor
2221,2140,2,2023-04-20,2023-05-20,canceled,monthly,price
2222,2141,1,2024-01-20,2024-06-30,canceled,monthly,other
2223,2142,2,2023-01-31,,active,monthly,
2224,2143,4,2023-04-23,,active,yearly,
2225,2144,2,2024-04-15,,active,monthly,
2226,2145,2,2024-05-23,2024-06-30,canceled,monthly,other
2227,2146,3,2024-06-04,2024-06-30,canceled,monthly,features
2228,2147,3,2023-10-18,,active,monthly,
2229,2148,4,2023-08-24,2023-10-24,canceled,yearly,competitor
2230,2149,4,2023-01-25,,active,yearly,
2231,2150,2,2023-12-24,2024-06-30,canceled,monthly,features
2232,2151,2,2024-03-23,,active,monthly,
2233,2152,1,2024-02-07,2024-06-30,canceled,monthly,competitor
2234,2153,1,2023-05-02,,active,monthly,
2235,2154,2,2024-06-26,2024-06-30,canceled,monthly,other
2236,2155,1,2023-05-17,,active,monthly,
2237,2156,4,2024-05-27,,active,yearly,
2238,2157,2,2023-04-03,,active,monthly,
2239,2158,1,2023-12-09,,active,monthly,
2240,2159,2,2023-08-20,,active,monthly,
2241,2160,1,2023-04-10,,active,monthly,
2242,2161,2,2023-05-03,2023-10-03,canceled,monthly,price
2243,2162,1,2023-01-14,2023-02-14,canceled,monthly,features
2244,2163,4,2024-05-31,2024-06-30,canceled,yearly,competitor
2245,2164,1,2023-01-13,2023-09-13,canceled,monthly,price
2246,2165,1,2023-10-31,,active,monthly,
2247,2166,1,2023-03-29,,active,monthly,
2248,2167,1,2024-01-01,2024-06-30,canceled,monthly,competitor
2249,2168,3,2023-07-28,2023-08-28,canceled,monthly,competitor
2250,2169,3,2023-08-08,,active,monthly,
2251,2170,4,2023-05-07,,active,yearly,
2252,2171,2,2023-12-22,,active,monthly,
2253,2172,1,2023-05-30,,active,monthly,
2254,2173,1,2023-03-10,2023-05-10,canceled,monthly,other
2255,2174,4,2024-05-20,2024-06-30,canceled,yearly,price
2256,2175,2,2024-02-26,,active,monthly,
2257,2176,2,2023-12-19,,active,monthly,
2258,2177,4,2023-06-17,,active,yearly,
2259,2178,4,2023-11-20,,active,yearly,
2260,2179,3,2024-02-20,,active,monthly,
2261,2180,3,2024-01-20,,active,monthly,
2262,2181,4,2024-06-01,,active,yearly,
2263,2182,2,2024-03-27,2024-06-30,canceled,monthly,other
2264,2183,1,2023-05-10,,active,monthly,
2265,2184,1,2024-05-21,,active,monthly,
2266,2185,1,2024-05-16,,active,monthly,
2267,2186,4,2023-02-23,,active,yearly,
2268,2187,1,2023-11-09,2023-12-09,canceled,monthly,competitor
2269,2188,1,2024-01-09,2024-02-09,canceled,monthly,features
2270,2189,2,2024-01-21,,active,monthly,
2271,2190,1,2023-11-16,2024-06-30,canceled,monthly,competitor
2272,2191,2,2023-04-27,,active,monthly,
2273,2192,1,2024-04-20,,active,monthly,
2274,2193,1,2024-06-12,,active,monthly,
2275,2194,1,2023-03-26,2024-03-26,canceled,monthly,price
2276,2195,1,2024-02-02,2024-03-02,canceled,monthly,competitor
2277,2196,2,2023-01-17,2023-05-17,canceled,monthly,competitor
2278,2196,1,2023-05-29,,active,monthly,
2279,2197,2,2024-03-24,,active,monthly,
2280,2198,2,2023-08-20,,active,monthly,
2281,2199,4,2023-09-05,2024-06-30,canceled,yearly,features
2282,2200,1,2024-02-20,,active,monthly,
2283,2201,1,2023-11-26,,active,monthly,
2284,2202,4,2024-05-17,,active,yearly,
2285,2203,2,2023-09-27,2024-06-27,canceled,monthly,features
2286,2204,4,2023-09-13,,active,yearly,
2287,2205,2,2023-02-19,,active,monthly,
2288,2206,4,2024-05-20,2024-06-30,canceled,yearly,competitor
2289,2207,2,2024-06-07,,active,monthly,
2290,2208,1,2023-09-02,,active,monthly,
2291,2209,2,2024-04-06,,active,monthly,
2292,2210,2,2024-06-17,,active,monthly,
2293,2211,4,2023-06-10,,active,yearly,
2294,2212,2,2023-12-02,2024-02-02,canceled,monthly,price
2295,2213,4,2023-11-30,2024-02-29,canceled,yearly,features
2296,2214,1,2023-11-24,2024-01-24,canceled,monthly,other
2297,2215,1,2023-04-15,,active,monthly,
2298,2216,2,2023-08-29,,active,monthly,
2299,2217,4,2024-03-16,,active,yearly,
2300,2218,2,2024-05-25,2024-06-30,canceled,monthly,price
2301,2219,4,2023-07-13,,active,yearly,
2302,2220,4,2023-03-19,2024-01-19,canceled,yearly,other
2303,2221,2,2024-02-10,2024-03-10,canceled,monthly,competitor
2304,2222,4,2024-06-27,,active,yearly,
2305,2223,3,2023-01-03,,active,monthly,
2306,2224,2,2024-05-20,2024-06-30,canceled,monthly,competitor
2307,2225,4,2023-04-05,,active,yearly,
2308,2226,2,2023-06-12,,active,monthly,
2309,2227,2,2023-06-29,,active,monthly,
2310,2228,1,2024-06-10,,active,monthly,
2311,2229,2,2023-03-07,,active,monthly,
2312,2230,3,2024-01-24,,active,monthly,
2313,2231,1,2023-12-17,,active,monthly,
2314,2232,3,2024-03-15,2024-05-15,canceled,monthly,other
2315,2233,3,2023-01-22,,active,monthly,
2316,2234,1,2024-06-28,,active,monthly,
2317,2235,1,2024-03-31,,active,monthly,
2318,2236,4,2024-05-28,,active,yearly,
2319,2237,3,2023-11-26,2023-12-26,canceled,monthly,features
2320,2238,4,2023-11-28,2024-05-28,canceled,yearly,price
2321,2238,2,2024-06-24,,active,monthly,
2322,2239,1,2023-01-18,,active,monthly,
2323,2240,4,2024-02-04,2024-06-30,canceled,yearly,features
2324,2241,1,2024-06-05,2024-06-30,canceled,monthly,other
2325,2242,2,2023-10-07,,active,monthly,
2326,2243,4,2024-05-24,2024-06-24,canceled,yearly,competitor
2327,2244,2,2024-03-02,,active,monthly,
2328,2245,3,2024-02-13,,active,monthly,
2329,2246,2,2023-02-14,2023-03-14,canceled,monthly,competitor
2330,2247,4,2024-03-25,2024-04-25,canceled,yearly,features
2331,2248,2,2023-07-02,2024-01-02,canceled,monthly,price
2332,2249,4,2023-12-05,,active,yearly,
2333,2250,3,2024-02-15,,active,monthly,
2334,2251,4,2024-03-12,2024-06-30,canceled,yearly,price
2335,2252,4,2023-11-01,,active,yearly,
2336,2253,1,2023-07-16,2024-03-16,canceled,monthly,competitor
2337,2253,2,2024-04-06,2024-06-30,canceled,monthly,price
2338,2254,1,2023-10-18,2024-02-18,canceled,monthly,price
2339,2255,2,2024-04-18,,active,monthly,
2340,2256,4,2024-02-13,2024-06-30,canceled,yearly,price
2341,2257,2,2023-08-07,2023-09-07,canceled,monthly,features
2342,2257,4,2023-09-08,2024-04-08,canceled,yearly,price
2343,2258,1,2023-07-13,,active,monthly,
2344,2259,1,2023-10-24,2024-03-24,canceled,monthly,competitor
2345,2260,2,2023-06-09,,active,monthly,
2346,2261,3,2023-11-05,,active,monthly,
2347,2262,2,2023-07-03,2023-12-03,canceled,monthly,competitor
2348,2262,1,2023-12-25,,active,monthly,
2349,2263,3,2024-03-07,2024-06-30,canceled,monthly,features
2350,2264,3,2023-09-07,2023-10-07,canceled,monthly,price
2351,2265,3,2023-10-18,,active,monthly,
2352,2266,2,2023-05-31,2024-03-31,canceled,monthly,price
2353,2267,1,2023-09-26,,active,monthly,
2354,2268,2,2024-04-16,,active,monthly,
2355,2269,1,2024-03-06,,active,monthly,
2356,2270,2,2023-07-08,2024-04-08,canceled,monthly,price
2357,2271,2,2023-11-01,2024-05-01,canceled,monthly,competitor
2358,2272,1,2023-06-05,,active,monthly,
2359,2273,1,2023-01-10,,active,monthly,
2360,2274,1,2023-03-13,2023-08-13,canceled,monthly,price
2361,2275,1,2023-06-25,2023-11-25,canceled,monthly,competitor
2362,2276,2,2023-03-24,,active,monthly,
2363,2277,1,2023-01-10,,active,monthly,
2364,2278,1,2023-08-14,2024-03-14,canceled,monthly,price
2365,2278,1,2024-03-21,,active,monthly,
2366,2279,2,2023-06-07,,active,monthly,
2367,2280,1,2023-01-22,,active,monthly,
2368,2281,3,2023-01-17,2023-04-17,canceled,monthly,features
2369,2281,1,2023-05-11,,active,monthly,
2370,2282,2,2024-06-23,2024-06-30,canceled,monthly,features
2371,2283,1,2023-02-04,2024-01-04,canceled,monthly,competitor
2372,2284,1,2023-07-28,2024-01-28,canceled,monthly,price
2373,2285,1,2023-04-08,,active,monthly,
2374,2286,1,2023-07-22,,active,monthly,
2375,2287,4,2023-05-17,2024-02-17,canceled,yearly,other
2376,2288,2,2023-05-18,,active,monthly,
2377,2289,4,2024-06-09,,active,yearly,
2378,2290,4,2024-04-07,2024-06-30,canceled,yearly,features
2379,2291,2,2023-09-12,,active,monthly,
2380,2292,1,2023-01-30,2023-09-30,canceled,monthly,other
2381,2293,2,2023-03-08,,active,monthly,
2382,2294,2,2024-06-06,,active,monthly,
2383,2295,1,2024-04-13,2024-05-13,canceled,monthly,price
2384,2296,1,2023-12-20,2024-06-30,canceled,monthly,price
2385,2297,3,2023-12-01,2024-02-01,canceled,monthly,competitor
2386,2298,4,2023-04-22,2023-12-22,canceled,yearly,competitor
2387,2299,1,2024-05-14,2024-06-30,canceled,monthly,price
2388,2300,2,2024-04-12,,active,monthly,
2389,2301,3,2023-11-29,2023-12-29,canceled,monthly,other
2390,2302,1,2024-02-09,,active,monthly,
2391,2303,1,2023-03-20,,active,monthly,
2392,2304,3,2023-12-01,,active,monthly,
2393,2305,1,2023-05-01,,active,monthly,
2394,2306,4,2023-09-13,2023-12-13,canceled,yearly,price
2395,2307,3,2023-10-17,,active,monthly,
2396,2308,1,2024-04-24,,active,monthly,
2397,2309,1,2023-07-12,,active,monthly,
2398,2310,1,2023-09-20,2023-12-20,canceled,monthly,competitor
2399,2311,3,2023-05-23,,active,monthly,
2400,2312,2,2024-02-23,2024-04-23,canceled,monthly,price
2401,2313,3,2024-04-24,2024-06-30,canceled,monthly,price
2402,2314,2,2024-05-27,,active,monthly,
2403,2315,1,2023-12-21,,active,monthly,
2404,2316,4,2024-04-06,,active,yearly,
2405,2317,3,2023-10-15,2023-11-15,canceled,monthly,price
2406,2318,2,2023-08-18,2024-06-30,canceled,monthly,features
2407,2319,4,2024-02-17,,active,yearly,
2408,2320,1,2024-02-14,,active,monthly,
2409,2321,1,2024-02-23,,active,monthly,
2410,2322,2,2023-05-24,2024-05-24,canceled,monthly,price
2411,2323,1,2024-01-11,2024-03-11,canceled,monthly,price
2412,2324,2,2023-12-19,2024-06-30,canceled,monthly,price
2413,2325,2,2023-04-14,,active,monthly,
2414,2326,3,2024-02-26,,active,monthly,
2415,2327,4,2023-06-08,,active,yearly,
2416,2328,1,2023-02-12,2023-06-12,canceled,monthly,features
2417,2329,2,2023-10-23,2024-06-23,canceled,monthly,features
2418,2330,3,2023-09-13,2024-03-13,canceled,monthly,price
2419,2331,1,2023-12-15,,active,monthly,
2420,2332,1,2023-05-02,2023-08-02,canceled,monthly,price
2421,2333,2,2023-08-06,2024-03-06,canceled,monthly,competitor
2422,2334,1,2023-10-23,,active,monthly,
2423,2335,1,2023-09-27,2024-06-30,canceled,monthly,other
2424,2336,2,2023-09-06,,active,monthly,
2425,2337,1,2024-06-27,2024-06-30,canceled,monthly,features
2426,2338,4,2023-09-25,,active,yearly,
2427,2339,3,2023-06-25,,active,monthly,
2428,2340,1,2023-09-13,,active,monthly,
2429,2341,3,2024-03-26,,active,monthly,
2430,2342,3,2023-03-06,2023-05-06,canceled,monthly,features
2431,2342,3,2023-05-26,2023-10-26,canceled,monthly,features
2432,2343,3,2024-02-18,,active,monthly,
2433,2344,1,2023-10-26,,active,monthly,
2434,2345,4,2023-07-08,,active,yearly,
2435,2346,4,2024-06-25,,active,yearly,
2436,2347,3,2023-12-04,,active,monthly,
2437,2348,4,2023-01-09,,active,yearly,
2438,2349,1,2023-04-18,,active,monthly,
2439,2350,1,2023-07-14,2023-09-14,canceled,monthly,competitor
2440,2351,2,2024-05-03,,active,monthly,
2441,2352,3,2023-09-09,,active,monthly,
2442,2353,1,2023-10-17,,active,monthly,
2443,2354,4,2024-06-20,,active,yearly,
2444,2355,2,2024-04-30,2024-05-30,canceled,monthly,price
2445,2355,1,2024-06-26,2024-06-30,canceled,monthly,competitor
2446,2356,1,2023-04-22,,active,monthly,
2447,2357,4,2023-06-17,2024-06-17,canceled,yearly,features
2448,2358,2,2023-02-15,,active,monthly,
2449,2359,2,2024-02-02,,active,monthly,
2450,2360,2,2023-06-08,2023-08-08,canceled,monthly,other
2451,2361,1,2023-05-01,2023-07-01,canceled,monthly,competitor
2452,2362,2,2023-05-10,2023-08-10,canceled,monthly,features
2453,2363,1,2023-07-20,2023-08-20,canceled,monthly,features
2454,2364,2,2023-01-31,,active,monthly,
2455,2365,1,2023-05-19,,active,monthly,
2456,2366,2,2023-11-22,,active,monthly,
2457,2367,1,2024-04-02,2024-06-30,canceled,monthly,price
2458,2368,1,2023-07-18,,active,monthly,
2459,2369,4,2023-07-10,2023-12-10,canceled,yearly,competitor
2460,2370,2,2023-11-15,2024-04-15,canceled,monthly,competitor
2461,2370,3,2024-05-15,,active,monthly,
2462,2371,1,2023-06-25,,active,monthly,
2463,2372,1,2023-09-16,,active,monthly,
2464,2373,3,2023-05-10,2023-11-10,canceled,monthly,competitor
2465,2374,1,2023-02-15,2023-03-15,canceled,monthly,competitor
2466,2375,4,2024-01-08,2024-02-08,canceled,yearly,price
2467,2376,2,2023-06-07,,active,monthly,
2468,2377,4,2023-01-28,,active,yearly,
2469,2378,2,2023-09-01,,active,monthly,
2470,2379,4,2023-05-14,,active,yearly,
2471,2380,1,2023-12-04,,active,monthly,
2472,2381,2,2023-04-12,,active,monthly,
2473,2382,1,2023-11-17,2024-06-30,canceled,monthly,price
2474,2383,2,2023-12-25,,active,monthly,
2475,2384,3,2024-03-15,,active,monthly,
2476,2385,1,2023-12-12,2024-01-12,canceled,monthly,price
2477,2386,1,2023-11-24,2024-01-24,canceled,monthly,price
2478,2387,2,2023-06-05,,active,monthly,
2479,2388,2,2024-01-01,,active,monthly,
2480,2389,4,2024-01-16,,active,yearly,
2481,2390,3,2024-01-03,,active,monthly,
2482,2391,3,2024-06-30,,active,monthly,
2483,2392,1,2023-02-14,2023-04-14,canceled,monthly,other
2484,2392,2,2023-05-11,2024-01-11,canceled,monthly,other
2485,2393,2,2023-04-17,2023-06-17,canceled,monthly,price
2486,2394,1,2023-11-25,,active,monthly,
2487,2395,1,2024-05-02,2024-06-30,canceled,monthly,competitor
2488,2396,1,2023-04-08,2023-05-08,canceled,monthly,competitor
2489,2397,1,2023-03-22,2023-08-22,canceled,monthly,other
2490,2398,1,2024-03-08,,active,monthly,
2491,2399,2,2023-03-19,,active,monthly,
2492,2400,2,2023-11-28,2024-06-30,canceled,monthly,features
