customer_id,signup_date,country,acquisition_channel
1917,2024-04-21,AR,organic
1918,2023-11-25,CL,organic
1919,2023-08-07,AR,organic
1920,2023-08-20,CL,paid
1921,2024-01-14,AR,organic
1922,2023-01-02,UY,referral
1923,2023-12-08,MX,paid
1924,2023-07-16,MX,paid
1925,2024-03-03,AR,paid
1926,2023-02-15,MX,organic
1927,2023-11-23,AR,paid
1928,2023-10-01,AR,other
1929,2023-12-19,AR,referral
1930,2023-02-01,CL,referral
1931,2023-11-19,MX,referral
1932,2023-11-09,AR,organic
1933,2023-11-09,MX,organic
1934,2023-11-30,AR,organic
1935,2024-01-05,CL,organic
1936,2024-03-08,MX,organic
1937,2023-05-24,MX,paid
1938,2024-03-18,AR,paid
1939,2023-10-09,UY,referral
1940,2023-02-07,CL,referral
1941,2023-01-29,MX,other
1942,2023-07-03,AR,organic
1943,2024-02-27,MX,organic
1944,2024-01-20,MX,paid
1945,2024-02-29,AR,organic
1946,2023-10-19,AR,organic
1947,2023-09-06,AR,organic
1948,2023-03-14,MX,organic
1949,2023-06-29,AR,paid
1950,2023-09-02,AR,paid
1951,2023-02-13,MX,paid
1952,2023-04-24,AR,paid
1953,2023-11-28,AR,organic
1954,2024-02-03,AR,organic
1955,2024-06-29,CL,organic
1956,2024-05-20,MX,organic
1957,2023-12-19,AR,referral
1958,2023-08-25,UY,referral
1959,2023-12-16,AR,paid
1960,2024-02-28,UY,organic
1961,2023-02-28,AR,paid
1962,2023-08-18,AR,paid
1963,2024-03-25,AR,paid
1964,2023-08-02,AR,paid
1965,2023-11-15,AR,paid
1966,2023-11-22,MX,paid
1967,2023-04-01,CL,referral
1968,2023-07-20,AR,organic
1969,2023-07-03,AR,referral
1970,2023-01-13,AR,organic
1971,2023-01-12,AR,organic
1972,2024-03-21,MX,other
1973,2023-05-26,AR,other
1974,2023-10-19,MX,organic
1975,2023-06-11,AR,paid
1976,2024-05-25,AR,organic
1977,2023-05-18,AR,paid
1978,2023-08-30,AR,referral
1979,2024-04-13,AR,other
1980,2024-03-26,MX,paid
1981,2023-04-02,AR,organic
1982,2024-03-07,AR,paid
1983,2023-09-17,MX,organic
1984,2023-10-02,AR,other
1985,2023-03-07,MX,referral
1986,2023-02-09,AR,paid
1987,2024-01-30,AR,organic
1988,2023-10-08,CL,organic
1989,2023-09-04,MX,organic
1990,2024-01-31,AR,referral
1991,2024-02-18,AR,paid
1992,2023-03-20,CL,organic
1993,2023-12-03,AR,paid
1994,2023-03-08,AR,referral
1995,2024-02-11,MX,organic
1996,2023-12-26,MX,referral
1997,2024-06-04,MX,referral
1998,2023-02-03,MX,other
1999,2023-01-29,MX,organic
2000,2023-06-01,CL,organic
2001,2023-05-19,MX,organic
2002,2023-05-10,AR,organic
2003,2024-05-04,AR,organic
2004,2023-05-12,MX,paid
2005,2023-05-25,CL,paid
2006,2024-02-15,AR,referral
2007,2023-09-12,AR,organic
2008,2024-02-23,UY,paid
2009,2023-02-02,MX,referral
2010,2023-10-04,AR,referral
2011,2023-01-17,MX,referral
2012,2023-01-31,UY,referral
2013,2024-05-04,CL,other
2014,2023-03-10,MX,organic
2015,2023-10-26,AR,paid
2016,2023-08-19,CL,organic
2017,2023-07-11,AR,organic
2018,2024-04-30,CL,organic
2019,2023-01-11,AR,organic
2020,2023-12-30,AR,organic
2021,2024-06-08,AR,organic
2022,2023-11-09,AR,organic
2023,2024-05-23,MX,other
2024,2023-01-26,UY,organic
2025,2023-08-24,MX,referral
2026,2023-05-18,CL,organic
2027,2024-02-01,AR,other
2028,2024-06-19,MX,referral
2029,2023-05-16,CL,paid
2030,2023-12-25,MX,paid
2031,2023-04-10,AR,organic
2032,2023-11-11,MX,other
2033,2023-09-20,MX,referral
2034,2024-06-13,AR,referral
2035,2023-12-03,CL,paid
2036,2023-07-12,UY,organic
2037,2023-02-26,AR,referral
2038,2023-03-16,MX,organic
2039,2023-04-27,MX,paid
2040,2023-05-12,MX,organic
2041,2024-03-31,AR,other
2042,2023-11-09,CL,organic
2043,2023-10-22,AR,organic
2044,2023-02-26,AR,paid
2045,2024-04-05,CL,referral
2046,2024-01-28,MX,paid
2047,2023-02-03,CL,organic
2048,2024-01-20,AR,organic
2049,2023-11-01,AR,referral
2050,2023-02-10,UY,other
2051,2023-09-17,AR,referral
2052,2023-10-03,CL,paid
2053,2023-03-23,CL,other
2054,2024-05-28,MX,paid
2055,2024-03-30,AR,paid
2056,2024-01-01,MX,paid
2057,2023-09-19,CL,paid
2058,2023-08-19,AR,referral
2059,2023-12-24,AR,paid
2060,2023-11-02,AR,organic
2061,2023-01-31,AR,organic
2062,2023-10-16,CL,organic
2063,2024-03-09,CL,paid
2064,2023-09-18,UY,organic
2065,2023-01-26,MX,organic
2066,2024-02-28,MX,paid
2067,2023-04-12,AR,paid
2068,2023-05-17,MX,referral
2069,2023-03-23,MX,paid
2070,2023-06-30,CL,referral
2071,2024-02-14,CL,other
2072,2023-10-20,UY,referral
2073,2023-04-14,CL,paid
2074,2024-04-16,CL,organic
2075,2024-04-17,AR,other
2076,2024-04-12,CL,organic
2077,2023-05-05,MX,organic
2078,2023-09-13,AR,paid
2079,2024-06-21,AR,organic
2080,2024-02-21,MX,other
2081,2023-01-14,AR,paid
2082,2023-02-02,AR,paid
2083,2023-09-20,MX,paid
2084,2024-05-06,CL,paid
2085,2023-10-29,CL,organic
2086,2023-10-09,AR,paid
2087,2023-02-21,AR,referral
2088,2023-12-26,AR,paid
2089,2024-03-17,AR,referral
2090,2023-07-31,AR,organic
2091,2024-02-23,UY,organic
2092,2024-06-09,MX,organic
2093,2023-04-13,AR,organic
2094,2023-10-22,AR,referral
2095,2023-06-04,AR,referral
2096,2024-03-02,AR,organic
2097,2023-11-17,AR,paid
2098,2023-12-15,UY,referral
2099,2024-03-05,AR,organic
2100,2023-08-10,AR,organic
2101,2024-05-09,AR,other
2102,2023-10-26,MX,paid
2103,2023-03-19,AR,other
2104,2024-01-15,AR,organic
2105,2024-03-03,AR,referral
2106,2023-06-22,MX,organic
2107,2024-04-04,AR,organic
2108,2024-05-04,AR,paid
2109,2023-05-28,AR,organic
2110,2024-06-20,AR,organic
2111,2023-03-11,AR,organic
2112,2023-04-12,AR,organic
2113,2023-04-01,AR,referral
2114,2024-04-26,AR,paid
2115,2023-12-25,AR,organic
2116,2023-03-16,AR,organic
2117,2023-09-06,AR,organic
2118,2023-12-06,CL,paid
2119,2023-02-11,MX,organic
2120,2024-04-19,CL,referral
2121,2024-03-08,CL,organic
2122,2023-10-13,UY,organic
2123,2024-06-10,MX,referral
2124,2023-08-23,MX,referral
2125,2024-06-21,AR,organic
2126,2024-01-01,AR,referral
2127,2023-12-15,MX,paid
2128,2023-03-23,UY,referral
2129,2024-04-19,AR,paid
2130,2023-08-29,MX,paid
2131,2023-03-21,AR,other
2132,2023-01-07,AR,organic
2133,2023-11-09,AR,paid
2134,2023-10-24,AR,paid
2135,2024-01-26,AR,organic
2136,2024-04-24,MX,organic
2137,2023-02-09,CL,organic
2138,2024-02-01,CL,paid
2139,2023-04-03,AR,paid
2140,2024-04-04,CL,paid
2141,2024-03-15,AR,organic
2142,2023-10-30,AR,paid
2143,2024-01-22,MX,other
2144,2023-06-20,AR,organic
2145,2023-09-25,AR,paid
2146,2024-03-17,AR,referral
2147,2023-09-18,MX,referral
2148,2023-07-17,AR,paid
2149,2023-10-07,MX,referral
2150,2024-03-20,MX,organic
2151,2023-07-03,MX,referral
2152,2023-03-27,CL,organic
2153,2024-01-23,AR,organic
2154,2024-03-19,AR,organic
2155,2023-02-19,AR,referral
2156,2023-05-06,AR,paid
2157,2023-03-11,MX,organic
2158,2023-07-11,AR,organic
2159,2023-09-12,AR,other
2160,2024-02-10,MX,referral
2161,2023-12-24,MX,paid
2162,2023-12-09,MX,paid
2163,2023-07-14,CL,paid
2164,2024-03-26,MX,organic
2165,2023-09-25,MX,other
2166,2024-06-18,AR,organic
2167,2023-12-15,UY,paid
2168,2023-03-04,MX,organic
2169,2024-01-05,AR,paid
2170,2023-06-27,AR,paid
2171,2024-01-10,MX,paid
2172,2023-02-04,UY,organic
2173,2023-03-28,AR,paid
2174,2024-04-03,AR,organic
2175,2023-04-28,CL,organic
2176,2024-03-24,CL,organic
2177,2023-05-30,AR,referral
2178,2023-12-20,AR,paid
2179,2024-01-14,MX,paid
2180,2023-10-16,AR,referral
2181,2023-06-15,CL,paid
2182,2023-04-19,AR,paid
2183,2023-01-17,AR,organic
2184,2023-06-14,AR,organic
2185,2023-12-25,AR,paid
2186,2024-05-24,AR,paid
2187,2024-04-12,AR,referral
2188,2024-02-18,MX,referral
2189,2024-02-29,AR,organic
2190,2023-12-30,CL,organic
2191,2023-05-18,AR,paid
2192,2024-05-04,MX,organic
2193,2024-01-02,AR,organic
2194,2023-11-09,AR,referral
2195,2023-02-24,MX,organic
2196,2023-09-10,MX,other
2197,2023-09-18,MX,referral
2198,2024-04-08,MX,referral
2199,2023-11-02,MX,organic
2200,2023-07-31,AR,organic
2201,2024-06-16,CL,paid
2202,2023-02-24,MX,organic
2203,2023-08-26,UY,organic
2204,2023-01-21,CL,organic
2205,2024-02-05,AR,organic
2206,2024-05-11,AR,organic
2207,2023-05-30,MX,referral
2208,2024-04-04,MX,organic
2209,2023-06-07,MX,organic
2210,2024-05-07,MX,paid
2211,2024-02-12,AR,other
2212,2024-03-08,AR,organic
2213,2023-01-09,AR,organic
2214,2024-06-08,MX,paid
2215,2024-01-30,MX,other
2216,2023-06-14,AR,referral
2217,2024-03-20,MX,paid
2218,2023-05-31,AR,organic
2219,2024-04-13,AR,paid
2220,2023-02-25,MX,organic
2221,2024-01-18,AR,paid
2222,2023-10-30,MX,referral
2223,2023-02-17,CL,other
2224,2023-05-07,CL,organic
2225,2023-01-07,AR,organic
2226,2023-09-23,AR,paid
2227,2023-06-12,MX,referral
2228,2023-11-28,MX,referral
2229,2023-06-10,MX,organic
2230,2023-06-12,AR,organic
2231,2024-02-07,AR,paid
2232,2023-01-24,MX,organic
2233,2024-05-02,MX,referral
2234,2024-04-01,AR,paid
2235,2024-01-01,AR,referral
2236,2023-11-25,MX,paid
2237,2024-04-25,AR,referral
2238,2023-04-02,AR,organic
2239,2023-02-08,AR,referral
2240,2023-05-05,AR,organic
2241,2024-03-03,MX,paid
2242,2023-01-18,AR,organic
2243,2023-11-20,AR,paid
2244,2024-06-28,AR,organic
2245,2024-04-03,AR,organic
2246,2023-10-21,MX,other
2247,2023-02-01,AR,organic
2248,2024-03-21,MX,referral
2249,2023-11-28,AR,other
2250,2023-02-26,AR,organic
2251,2023-02-16,AR,paid
2252,2024-05-06,AR,organic
2253,2024-01-01,MX,organic
2254,2024-03-20,AR,paid
2255,2024-04-17,CL,other
2256,2023-11-15,AR,organic
2257,2023-10-19,AR,paid
2258,2023-08-31,AR,paid
2259,2023-06-22,MX,referral
2260,2023-09-02,AR,organic
2261,2024-02-22,AR,paid
2262,2023-11-29,AR,paid
2263,2024-04-25,AR,paid
2264,2023-09-08,UY,other
2265,2023-12-02,AR,referral
2266,2023-12-14,MX,organic
2267,2023-11-24,MX,paid
2268,2024-01-18,AR,organic
2269,2023-05-04,AR,organic
2270,2023-10-16,MX,paid
2271,2023-02-21,AR,organic
2272,2023-08-03,AR,paid
2273,2023-10-04,MX,other
2274,2023-12-24,MX,organic
2275,2024-05-31,MX,other
2276,2023-11-29,MX,paid
2277,2024-02-07,AR,paid
2278,2023-10-13,AR,referral
2279,2023-12-15,AR,organic
2280,2023-02-04,MX,paid
2281,2023-05-15,UY,paid
2282,2023-07-20,AR,organic
2283,2023-09-26,AR,other
2284,2023-01-23,AR,referral
2285,2023-03-10,CL,organic
2286,2023-05-28,MX,organic
2287,2024-06-13,AR,paid
2288,2023-07-01,UY,organic
2289,2023-10-01,CL,paid
2290,2023-04-09,AR,organic
2291,2023-12-04,UY,paid
2292,2023-05-31,AR,organic
2293,2023-04-15,AR,organic
2294,2023-10-18,AR,paid
2295,2023-01-03,CL,paid
2296,2023-01-04,MX,other
2297,2023-04-23,AR,referral
2298,2023-01-19,UY,organic
2299,2023-02-23,AR,organic
2300,2023-07-05,MX,referral
2301,2024-03-07,MX,other
2302,2023-11-15,AR,referral
2303,2023-10-16,AR,organic
2304,2023-06-08,CL,other
2305,2024-05-20,AR,organic
2306,2023-08-10,MX,referral
2307,2023-02-12,AR,other
2308,2023-12-07,MX,organic
2309,2023-02-26,AR,other
2310,2023-07-09,AR,organic
2311,2023-10-14,AR,other
2312,2024-04-14,CL,organic
2313,2023-10-07,AR,other
2314,2024-01-18,AR,organic
2315,2024-06-26,UY,referral
2316,2023-03-06,MX,paid
2317,2023-05-27,AR,paid
2318,2023-08-09,UY,organic
2319,2023-08-26,MX,referral
2320,2023-08-19,AR,organic
2321,2024-05-05,AR,paid
2322,2024-01-24,MX,organic
2323,2023-12-02,MX,other
2324,2023-06-17,AR,organic
2325,2024-03-18,AR,organic
2326,2024-06-03,AR,organic
2327,2024-03-16,MX,paid
2328,2023-01-01,AR,organic
2329,2023-12-16,AR,paid
2330,2023-01-26,MX,referral
2331,2023-05-16,MX,referral
2332,2023-01-30,AR,paid
2333,2023-11-30,AR,organic
2334,2024-01-10,AR,paid
2335,2023-02-26,AR,organic
2336,2023-08-02,UY,referral
2337,2023-09-16,MX,organic
2338,2023-07-24,AR,paid
2339,2023-03-01,AR,organic
2340,2023-08-24,AR,referral
2341,2024-02-11,MX,organic
2342,2023-02-04,AR,paid
2343,2023-02-09,CL,organic
2344,2023-07-15,MX,referral
2345,2024-05-26,AR,other
2346,2024-01-01,CL,paid
2347,2024-01-06,MX,paid
2348,2023-07-20,MX,other
2349,2023-11-25,UY,paid
2350,2023-01-05,AR,paid
2351,2023-12-16,AR,paid
2352,2024-05-08,CL,paid
2353,2023-12-05,MX,organic
2354,2024-04-14,UY,referral
2355,2024-01-28,AR,paid
2356,2023-03-01,MX,organic
2357,2024-05-01,AR,referral
2358,2023-02-02,AR,organic
2359,2023-10-27,AR,organic
2360,2023-03-11,AR,paid
2361,2023-01-06,AR,referral
2362,2023-08-26,MX,referral
2363,2023-06-09,AR,other
2364,2023-10-03,AR,referral
2365,2023-11-17,AR,organic
2366,2023-01-22,AR,organic
2367,2023-03-02,UY,referral
2368,2023-11-08,AR,organic
2369,2023-07-08,AR,paid
2370,2024-01-31,CL,paid
2371,2023-12-24,MX,organic
2372,2024-03-28,MX,other
2373,2024-01-13,MX,paid
2374,2023-08-31,UY,paid
2375,2024-01-03,AR,other
2376,2023-05-27,UY,paid
2377,2023-06-15,CL,organic
2378,2024-02-29,MX,paid
2379,2023-09-10,MX,referral
2380,2024-03-05,MX,referral
2381,2024-03-17,AR,referral
2382,2024-04-04,AR,referral
2383,2024-05-10,UY,organic
2384,2023-08-31,AR,referral
2385,2023-06-23,AR,referral
2386,2023-11-20,MX,organic
2387,2023-07-25,AR,organic
2388,2023-11-29,AR,other
2389,2024-01-19,MX,referral
2390,2024-01-11,MX,referral
2391,2023-07-27,AR,referral
2392,2023-03-24,UY,paid
2393,2023-08-31,AR,paid
2394,2023-03-12,AR,paid
2395,2024-04-24,AR,organic
2396,2023-07-10,MX,referral
2397,2023-03-18,AR,paid
2398,2023-01-13,AR,paid
2399,2023-12-21,CL,paid
2400,2023-12-17,AR,paid
2401,2023-07-07,MX,organic
2402,2023-02-05,MX,organic
2403,2023-08-18,UY,organic
2404,2023-06-18,MX,organic
2405,2024-01-05,AR,other
2406,2023-12-01,AR,organic
2407,2023-07-21,CL,organic
2408,2023-04-22,CL,paid
2409,2024-06-23,AR,paid
2410,2023-09-14,MX,organic
2411,2024-01-11,AR,referral
2412,2023-03-11,UY,referral
2413,2023-10-03,UY,organic
2414,2023-01-14,UY,organic
2415,2023-10-13,CL,other
2416,2024-06-08,CL,referral
2417,2023-08-02,AR,paid
2418,2023-01-20,CL,organic
2419,2023-01-16,MX,paid
2420,2023-08-05,UY,paid
2421,2023-03-20,MX,organic
2422,2023-01-12,AR,paid
2423,2024-02-13,MX,paid
2424,2023-09-17,MX,organic
2425,2023-06-05,AR,referral
2426,2024-04-30,AR,referral
2427,2023-02-27,MX,organic
2428,2024-06-03,AR,referral
2429,2023-06-20,AR,organic
2430,2024-04-23,AR,referral
2431,2023-11-30,UY,organic
2432,2024-03-19,MX,organic
2433,2024-06-21,AR,paid
2434,2023-06-04,MX,paid
2435,2024-06-07,MX,other
2436,2023-08-06,AR,organic
2437,2023-08-03,AR,organic
2438,2023-07-06,MX,paid
2439,2023-10-31,AR,paid
2440,2023-03-17,MX,organic
2441,2023-11-06,AR,paid
2442,2023-10-31,AR,referral
2443,2024-02-16,UY,referral
2444,2024-03-22,AR,other
2445,2023-09-06,MX,organic
2446,2023-06-13,AR,referral
2447,2023-05-18,AR,organic
2448,2023-04-08,AR,paid
2449,2023-01-29,AR,paid
2450,2023-07-08,AR,other
2451,2023-05-24,AR,referral
2452,2024-06-10,MX,other
2453,2023-11-08,MX,referral
2454,2023-07-11,AR,other
2455,2023-11-19,CL,referral
2456,2023-03-10,AR,paid
2457,2023-09-08,AR,organic
2458,2023-12-11,MX,organic
2459,2023-10-05,AR,organic
2460,2023-08-13,AR,paid
2461,2024-06-27,AR,paid
2462,2024-04-18,CL,paid
2463,2023-12-10,MX,other
2464,2023-11-13,AR,other
2465,2023-12-09,AR,organic
2466,2023-04-12,CL,organic
2467,2023-08-09,MX,paid
2468,2023-01-20,AR,organic
2469,2023-09-28,AR,referral
2470,2023-10-31,AR,paid
2471,2023-04-28,AR,paid
2472,2024-06-08,CL,referral
2473,2024-05-06,AR,referral
2474,2024-01-28,AR,organic
2475,2023-10-27,CL,referral
2476,2024-04-11,MX,paid
2477,2023-03-06,MX,organic
2478,2024-03-01,AR,organic
2479,2023-03-03,MX,paid
2480,2024-03-03,MX,organic
2481,2023-05-28,AR,organic
2482,2024-04-16,UY,paid
2483,2024-05-27,CL,referral
2484,2023-03-15,MX,organic
2485,2023-09-20,AR,organic
2486,2024-06-19,AR,referral
2487,2023-10-02,AR,organic
2488,2024-04-08,AR,other
2489,2023-11-23,MX,paid
2490,2023-07-28,AR,organic
2491,2023-06-03,CL,organic
2492,2023-04-13,AR,organic
2493,2024-02-16,AR,organic
2494,2023-08-04,MX,organic
2495,2023-10-16,AR,paid
2496,2023-10-06,CL,organic
2497,2023-11-17,UY,paid
2498,2024-04-09,AR,paid
2499,2024-06-19,AR,organic
2500,2023-08-17,AR,organic
2501,2024-03-19,MX,organic
2502,2024-02-17,AR,organic
2503,2023-11-15,MX,referral
2504,2024-06-03,AR,organic
2505,2023-04-11,MX,referral
2506,2023-02-23,MX,paid
2507,2024-04-02,AR,paid
2508,2023-09-05,AR,paid
2509,2024-03-29,AR,referral
2510,2024-04-26,AR,organic
2511,2023-01-31,AR,organic
2512,2024-04-20,AR,paid
2513,2023-09-11,CL,organic
2514,2023-10-15,CL,paid
2515,2023-12-12,CL,paid
2516,2024-05-16,AR,paid
2517,2023-01-10,MX,paid
2518,2023-09-28,AR,paid
2519,2024-01-11,AR,referral
2520,2024-01-28,AR,referral
2521,2024-01-13,AR,paid
2522,2023-03-08,AR,paid
2523,2023-06-11,AR,referral
2524,2023-07-18,UY,paid
2525,2024-03-08,AR,paid
2526,2023-05-30,CL,referral
2527,2023-04-18,AR,paid
2528,2024-06-04,AR,organic
2529,2023-01-05,AR,referral
2530,2024-06-29,MX,organic
2531,2024-01-05,AR,referral
2532,2024-03-20,AR,referral
2533,2023-06-08,AR,other
2534,2023-01-08,AR,organic
2535,2024-02-04,MX,paid
2536,2024-03-23,AR,paid
2537,2024-02-06,AR,organic
2538,2023-03-12,CL,organic
2539,2024-02-12,AR,paid
2540,2024-02-20,MX,paid
2541,2023-12-27,MX,organic
2542,2024-02-18,UY,paid
2543,2024-03-28,AR,referral
2544,2023-12-05,MX,referral
2545,2023-02-13,AR,other
2546,2023-10-04,MX,paid
2547,2023-02-08,AR,other
2548,2023-08-17,AR,referral
2549,2023-08-16,CL,organic
2550,2023-02-02,AR,organic
2551,2023-07-12,CL,paid
2552,2023-02-24,CL,paid
2553,2024-03-10,AR,paid
2554,2024-05-29,AR,paid
2555,2023-02-05,AR,referral
2556,2024-06-03,UY,paid
2557,2023-10-21,AR,organic
2558,2023-06-11,MX,referral
2559,2023-02-07,MX,organic
2560,2023-10-11,UY,other
2561,2024-03-03,MX,organic
2562,2024-01-20,MX,other
2563,2023-01-25,AR,organic
2564,2023-02-05,AR,organic
2565,2023-08-14,AR,organic
2566,2023-06-09,CL,referral
2567,2023-05-01,MX,referral
2568,2023-05-31,MX,paid
2569,2024-03-08,MX,other
2570,2024-05-18,AR,paid
2571,2023-08-15,AR,paid
2572,2024-05-04,AR,referral
2573,2023-06-25,AR,organic
2574,2023-09-28,MX,organic
2575,2023-04-27,AR,other
2576,2023-12-18,MX,other
2577,2024-06-18,MX,other
2578,2023-11-30,AR,other
2579,2023-07-17,AR,organic
2580,2023-12-22,AR,referral
2581,2023-03-02,AR,paid
2582,2024-04-23,MX,other
2583,2023-10-12,AR,paid
2584,2023-09-11,CL,paid
2585,2023-11-21,MX,paid
2586,2023-12-11,AR,organic
2587,2023-02-05,MX,organic
2588,2024-01-08,MX,referral
2589,2023-05-07,MX,referral
2590,2024-01-24,AR,organic
2591,2024-03-17,AR,referral
2592,2024-03-08,AR,paid
2593,2023-11-05,AR,paid
2594,2023-10-20,MX,organic
2595,2023-03-12,MX,referral
2596,2024-02-23,UY,referral
2597,2023-05-25,AR,paid
2598,2023-10-09,AR,paid
2599,2023-06-02,MX,organic
2600,2023-03-07,AR,paid
2601,2023-12-13,AR,organic
2602,2023-01-27,AR,organic
2603,2024-02-10,AR,paid
2604,2023-06-22,MX,other
2605,2023-01-01,AR,paid
2606,2023-10-16,MX,organic
2607,2023-01-24,CL,paid
2608,2023-05-28,AR,referral
2609,2024-01-20,UY,referral
2610,2023-01-31,AR,referral
2611,2024-03-25,UY,paid
2612,2023-01-02,AR,referral
2613,2023-05-10,MX,organic
2614,2024-02-06,AR,organic
2615,2023-06-22,MX,organic
2616,2023-02-20,MX,paid
2617,2023-07-19,AR,other
2618,2023-05-24,CL,referral
2619,2024-03-27,AR,organic
2620,2023-06-20,AR,organic
2621,2024-02-29,MX,organic
2622,2024-04-25,MX,organic
2623,2023-09-02,AR,paid
2624,2024-05-06,AR,other
2625,2023-07-29,UY,other
2626,2024-06-08,MX,paid
2627,2023-02-13,AR,referral
2628,2024-01-10,AR,paid
2629,2023-10-07,UY,organic
2630,2023-08-05,MX,paid
2631,2023-12-15,CL,paid
2632,2024-01-19,AR,referral
2633,2023-01-03,MX,organic
2634,2023-03-24,MX,organic
2635,2024-01-23,AR,organic
2636,2023-12-31,MX,other
2637,2024-06-10,MX,paid
2638,2024-02-16,AR,referral
2639,2024-05-31,CL,referral
2640,2024-01-18,CL,organic
2641,2023-06-10,CL,paid
2642,2023-02-21,CL,referral
2643,2024-02-26,AR,paid
2644,2023-12-20,AR,other
2645,2023-01-24,CL,organic
2646,2023-07-19,AR,organic
2647,2024-06-04,AR,referral
2648,2023-10-10,AR,referral
2649,2023-09-01,AR,other
2650,2023-09-17,MX,paid
2651,2023-04-17,AR,other
2652,2023-07-24,AR,referral
2653,2023-07-25,UY,referral
2654,2023-01-26,MX,paid
2655,2024-02-19,MX,organic
2656,2023-08-22,MX,other
2657,2024-03-17,CL,paid
2658,2024-03-31,MX,paid
2659,2023-04-18,MX,paid
2660,2023-12-27,UY,paid
2661,2023-09-26,AR,paid
2662,2024-04-18,UY,organic
2663,2023-04-21,AR,referral
2664,2024-01-06,AR,paid
2665,2023-12-02,AR,paid
2666,2023-06-09,AR,organic
2667,2023-03-09,MX,organic
2668,2023-12-24,UY,organic
2669,2024-02-05,UY,referral
2670,2023-06-21,UY,organic
2671,2023-12-20,AR,other
2672,2023-08-09,UY,organic
2673,2024-01-23,AR,organic
2674,2023-04-11,CL,organic
2675,2024-04-24,AR,organic
2676,2023-06-04,AR,referral
2677,2023-07-23,UY,referral
2678,2023-01-29,UY,paid
2679,2023-02-24,MX,organic
2680,2023-10-18,MX,organic
2681,2023-05-23,AR,paid
2682,2024-03-23,MX,other
2683,2023-01-08,MX,organic
2684,2023-07-30,AR,referral
2685,2023-07-05,AR,paid
2686,2023-01-10,AR,organic
2687,2023-03-03,MX,paid
2688,2023-08-20,AR,organic
2689,2023-10-07,AR,referral
2690,2023-08-15,AR,organic
2691,2023-10-25,MX,referral
2692,2023-11-26,MX,organic
2693,2023-01-05,MX,other
2694,2023-09-21,AR,organic
2695,2024-06-08,AR,referral
2696,2023-10-20,AR,referral
2697,2024-01-06,CL,other
2698,2023-06-19,AR,paid
2699,2024-02-22,AR,referral
2700,2024-02-22,MX,organic
2701,2023-10-21,AR,organic
2702,2024-06-16,CL,paid
2703,2023-03-03,AR,organic
2704,2023-01-09,MX,other
2705,2024-02-20,AR,organic
2706,2024-03-09,AR,paid
2707,2023-03-01,AR,paid
2708,2023-05-21,CL,paid
2709,2023-01-09,UY,paid
2710,2023-06-07,AR,organic
2711,2024-02-22,CL,paid
2712,2023-10-19,MX,organic
2713,2023-07-11,UY,other
2714,2023-07-26,CL,referral
2715,2023-01-01,AR,other
2716,2023-06-11,MX,organic
2717,2023-12-21,AR,organic
2718,2024-06-15,AR,organic
2719,2024-03-29,AR,organic
2720,2023-01-12,UY,organic
2721,2024-04-29,UY,paid
2722,2024-02-27,MX,organic
2723,2024-02-25,UY,paid
2724,2023-09-17,CL,referral
2725,2023-08-11,AR,paid
2726,2023-06-13,AR,organic
2727,2023-02-02,AR,organic
2728,2023-04-28,AR,paid
2729,2023-05-10,AR,organic
2730,2023-10-02,AR,paid
2731,2024-02-09,CL,organic
2732,2023-09-27,CL,referral
2733,2023-01-29,MX,referral
2734,2024-06-05,UY,paid
2735,2024-05-26,AR,organic
2736,2024-02-28,CL,organic
2737,2024-06-25,AR,referral
2738,2023-11-01,AR,paid
2739,2024-06-08,CL,organic
2740,2023-02-07,AR,organic
2741,2023-07-22,AR,organic
2742,2023-04-27,AR,referral
2743,2023-04-08,MX,organic
2744,2023-03-11,UY,paid
2745,2023-12-09,AR,paid
2746,2024-02-26,CL,paid
2747,2023-11-18,AR,referral
2748,2023-03-14,AR,referral
2749,2024-03-11,AR,paid
2750,2023-12-16,MX,organic
2751,2023-08-05,AR,paid
2752,2024-01-04,MX,paid
2753,2023-05-18,AR,paid
2754,2023-07-09,AR,paid
2755,2024-05-11,MX,organic
2756,2023-06-06,AR,paid
2757,2023-09-24,AR,organic
2758,2024-04-24,AR,referral
2759,2024-01-20,MX,organic
2760,2023-01-31,MX,referral
2761,2023-03-14,AR,organic
2762,2023-01-04,AR,paid
2763,2023-12-14,AR,referral
2764,2023-09-10,AR,organic
2765,2023-03-08,CL,referral
2766,2024-06-05,MX,paid
2767,2023-10-25,MX,paid
2768,2023-05-07,AR,organic
2769,2023-10-10,MX,paid
2770,2024-01-07,CL,paid
2771,2023-02-07,MX,paid
2772,2023-05-27,MX,paid
2773,2024-03-09,MX,paid
2774,2023-09-18,MX,organic
2775,2023-11-02,AR,organic
2776,2023-09-01,MX,organic
2777,2023-01-22,AR,organic
2778,2023-03-23,MX,referral
2779,2023-09-09,CL,referral
2780,2023-04-17,CL,organic
2781,2023-01-25,AR,other
2782,2024-03-27,AR,paid
2783,2024-06-19,AR,other
2784,2024-03-02,MX,referral
2785,2024-04-02,CL,referral
2786,2023-05-07,MX,organic
2787,2024-06-06,AR,organic
2788,2023-04-09,UY,organic
2789,2024-06-01,UY,referral
2790,2024-06-27,AR,organic
2791,2024-01-22,MX,referral
2792,2024-06-19,MX,organic
2793,2023-11-13,MX,referral
2794,2023-05-18,UY,organic
2795,2023-09-04,AR,organic
