transaction_id,payment_date,customer_id,subscription_id,plan_id,gross_amount,discount_amount,net_revenue,payment_method,transaction_status,billing_period_start,billing_period_end
1498,2023-07-01,255,265,1,10.0,0.0,10.0,card,completed,2023-07-01,2023-07-31
1499,2023-08-01,255,265,1,10.0,0.0,10.0,wallet,completed,2023-08-01,2023-08-31
1500,2023-09-01,255,265,1,10.0,1.87,8.13,card,completed,2023-09-01,2023-09-30
1501,2023-10-01,255,265,1,10.0,0.0,10.0,wallet,completed,2023-10-01,2023-10-31
1502,2023-11-01,255,265,1,10.0,0.0,10.0,card,completed,2023-11-01,2023-11-30
1503,2023-12-01,255,265,1,10.0,0.0,10.0,card,completed,2023-12-01,2023-12-31
1504,2024-01-01,255,265,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
1505,2024-02-01,255,265,1,10.0,2.41,7.59,card,completed,2024-02-01,2024-02-29
1506,2024-03-01,255,265,1,10.0,2.13,7.87,card,completed,2024-03-01,2024-03-31
1507,2024-04-01,255,265,1,10.0,0.0,10.0,transfer,completed,2024-04-01,2024-04-30
1508,2024-05-01,255,265,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
1509,2024-06-01,255,265,1,10.0,0.0,10.0,wallet,completed,2024-06-01,2024-06-30
1510,2023-02-04,256,266,4,250.0,0.0,250.0,card,completed,2023-02-04,2024-02-03
1511,2024-05-01,257,267,2,25.0,0.0,0.0,transfer,failed,2024-05-01,2024-05-31
1512,2024-06-01,257,267,2,25.0,0.0,25.0,card,completed,2024-06-01,2024-06-30
1513,2023-04-19,258,268,4,250.0,0.0,250.0,wallet,completed,2023-04-19,2024-04-18
1514,2023-10-01,259,269,3,40.0,0.0,40.0,wallet,completed,2023-10-01,2023-10-31
1515,2023-11-01,259,269,3,40.0,7.58,32.42,card,completed,2023-11-01,2023-11-30
1516,2023-12-01,259,269,3,40.0,4.28,35.72,card,completed,2023-12-01,2023-12-31
1517,2024-01-01,259,269,3,40.0,0.0,40.0,wallet,completed,2024-01-01,2024-01-31
1518,2024-02-01,259,269,3,40.0,5.64,34.36,card,completed,2024-02-01,2024-02-29
1519,2024-03-01,259,269,3,40.0,0.0,40.0,card,completed,2024-03-01,2024-03-31
1520,2024-04-01,259,269,3,40.0,0.0,40.0,card,completed,2024-04-01,2024-04-30
1521,2024-05-01,259,269,3,40.0,0.0,40.0,card,completed,2024-05-01,2024-05-31
1522,2024-06-01,259,269,3,40.0,0.0,40.0,wallet,completed,2024-06-01,2024-06-30
1523,2023-08-16,260,270,4,250.0,0.0,250.0,card,completed,2023-08-16,2024-08-15
1524,2023-11-01,261,271,3,40.0,0.0,40.0,card,completed,2023-11-01,2023-11-30
1525,2023-05-01,263,273,3,40.0,0.0,40.0,card,completed,2023-05-01,2023-05-31
1526,2023-06-01,263,273,3,40.0,0.0,40.0,card,completed,2023-06-01,2023-06-30
1527,2023-07-01,263,273,3,40.0,4.16,35.84,card,completed,2023-07-01,2023-07-31
1528,2023-08-01,263,273,3,40.0,0.0,40.0,card,completed,2023-08-01,2023-08-31
1529,2023-09-01,263,273,3,40.0,0.0,40.0,card,completed,2023-09-01,2023-09-30
1530,2023-10-01,263,273,3,40.0,0.0,0.0,card,failed,2023-10-01,2023-10-31
1531,2023-11-01,263,273,3,40.0,4.52,35.48,card,completed,2023-11-01,2023-11-30
1532,2023-12-01,263,273,3,40.0,0.0,40.0,card,completed,2023-12-01,2023-12-31
1533,2024-01-01,263,273,3,40.0,5.38,34.62,card,completed,2024-01-01,2024-01-31
1534,2024-02-01,263,273,3,40.0,3.95,36.05,wallet,completed,2024-02-01,2024-02-29
1535,2024-03-01,263,273,3,40.0,3.63,36.37,transfer,completed,2024-03-01,2024-03-31
1536,2024-04-01,263,273,3,40.0,0.0,40.0,card,completed,2024-04-01,2024-04-30
1537,2024-05-01,263,273,3,40.0,0.0,40.0,card,completed,2024-05-01,2024-05-31
1538,2024-06-01,263,273,3,40.0,5.94,34.06,card,completed,2024-06-01,2024-06-30
1539,2023-04-03,264,274,4,250.0,0.0,250.0,card,completed,2023-04-03,2024-04-02
1540,2024-04-03,264,274,4,250.0,0.0,250.0,card,completed,2024-04-03,2025-04-02
1541,2024-03-01,265,275,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
1542,2024-04-01,265,275,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
1543,2024-05-01,265,275,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
1544,2024-06-01,265,275,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
1545,2023-11-19,266,276,4,250.0,0.0,250.0,card,completed,2023-11-19,2024-11-18
1546,2023-08-01,267,277,1,10.0,0.0,10.0,card,completed,2023-08-01,2023-08-31
1547,2023-09-01,267,277,1,10.0,0.0,10.0,card,completed,2023-09-01,2023-09-30
1548,2023-10-01,267,277,1,10.0,0.0,10.0,transfer,completed,2023-10-01,2023-10-31
1549,2023-11-01,267,277,1,10.0,0.0,10.0,wallet,completed,2023-11-01,2023-11-30
1550,2023-12-01,267,277,1,10.0,1.3,8.7,card,completed,2023-12-01,2023-12-31
1551,2024-01-01,267,277,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
1552,2024-03-01,267,278,1,10.0,1.6,8.4,card,completed,2024-03-01,2024-03-31
1553,2024-04-01,267,278,1,10.0,2.35,7.65,card,completed,2024-04-01,2024-04-30
1554,2024-05-01,267,278,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
1555,2024-06-01,267,278,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
1556,2023-12-01,269,280,2,25.0,5.33,19.67,card,completed,2023-12-01,2023-12-31
1557,2024-01-01,269,280,2,25.0,0.0,25.0,card,completed,2024-01-01,2024-01-31
1558,2024-02-01,269,280,2,25.0,0.0,25.0,card,completed,2024-02-01,2024-02-29
1559,2024-03-01,269,280,2,25.0,1.38,23.62,card,completed,2024-03-01,2024-03-31
1560,2024-04-01,269,280,2,25.0,0.0,25.0,card,completed,2024-04-01,2024-04-30
1561,2024-05-01,269,280,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
1562,2024-06-01,269,280,2,25.0,5.11,19.89,card,completed,2024-06-01,2024-06-30
1563,2023-08-01,270,281,1,10.0,0.83,9.17,card,completed,2023-08-01,2023-08-31
1564,2023-09-01,270,281,1,10.0,0.0,10.0,card,completed,2023-09-01,2023-09-30
1565,2023-10-01,270,281,1,10.0,0.0,10.0,card,completed,2023-10-01,2023-10-31
1566,2023-11-01,270,281,1,10.0,0.0,10.0,card,completed,2023-11-01,2023-11-30
1567,2023-12-01,270,281,1,10.0,0.0,0.0,card,failed,2023-12-01,2023-12-31
1568,2024-01-01,270,281,1,10.0,0.82,9.18,card,completed,2024-01-01,2024-01-31
1569,2024-02-01,270,281,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
1570,2024-03-01,270,281,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
1571,2024-04-01,270,281,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
1572,2024-05-01,270,281,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
1573,2024-06-01,270,281,1,10.0,0.0,0.0,card,failed,2024-06-01,2024-06-30
1574,2024-04-01,271,282,3,40.0,0.0,40.0,card,completed,2024-04-01,2024-04-30
1575,2024-05-01,271,282,3,40.0,0.0,40.0,wallet,completed,2024-05-01,2024-05-31
1576,2024-02-01,272,283,2,25.0,0.0,25.0,card,completed,2024-02-01,2024-02-29
1577,2024-03-01,272,283,2,25.0,0.0,0.0,card,failed,2024-03-01,2024-03-31
1578,2024-04-01,272,283,2,25.0,0.0,25.0,card,completed,2024-04-01,2024-04-30
1579,2024-05-01,272,283,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
1580,2024-06-01,272,283,2,25.0,4.71,20.29,card,completed,2024-06-01,2024-06-30
1581,2023-07-01,273,284,1,10.0,0.0,0.0,card,failed,2023-07-01,2023-07-31
1582,2023-08-01,273,284,1,10.0,0.0,10.0,card,completed,2023-08-01,2023-08-31
1583,2023-08-01,275,286,1,10.0,0.0,10.0,card,completed,2023-08-01,2023-08-31
1584,2023-09-01,275,286,1,10.0,0.0,10.0,card,completed,2023-09-01,2023-09-30
1585,2023-10-01,275,286,1,10.0,0.0,10.0,card,completed,2023-10-01,2023-10-31
1586,2023-11-01,275,286,1,10.0,2.42,7.58,card,completed,2023-11-01,2023-11-30
1587,2023-12-01,275,286,1,10.0,0.97,9.03,card,completed,2023-12-01,2023-12-31
1588,2024-01-01,275,286,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
1589,2024-02-01,275,286,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
1590,2024-03-01,275,286,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
1591,2024-04-01,275,286,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
1592,2024-05-01,275,286,1,10.0,0.0,10.0,wallet,completed,2024-05-01,2024-05-31
1593,2024-06-01,275,286,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
1594,2023-12-01,276,287,1,10.0,1.39,8.61,wallet,completed,2023-12-01,2023-12-31
1595,2024-01-01,276,287,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
1596,2024-02-01,276,287,1,10.0,0.74,9.26,card,completed,2024-02-01,2024-02-29
1597,2024-03-01,276,287,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
1598,2024-04-01,276,287,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
1599,2024-05-01,276,287,1,10.0,1.22,8.78,card,completed,2024-05-01,2024-05-31
1600,2024-06-01,276,287,1,10.0,0.0,10.0,wallet,completed,2024-06-01,2024-06-30
1601,2023-11-01,277,288,1,10.0,0.0,10.0,wallet,completed,2023-11-01,2023-11-30
1602,2023-12-01,277,288,1,10.0,0.0,10.0,card,completed,2023-12-01,2023-12-31
1603,2024-01-01,277,288,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
1604,2024-02-01,277,288,1,10.0,0.0,0.0,card,failed,2024-02-01,2024-02-29
1605,2024-03-01,277,288,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
1606,2024-04-01,277,288,1,10.0,0.0,10.0,wallet,completed,2024-04-01,2024-04-30
1607,2024-04-01,278,289,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
1608,2024-05-01,278,289,1,10.0,0.0,10.0,wallet,completed,2024-05-01,2024-05-31
1609,2023-02-09,279,290,4,250.0,0.0,250.0,card,completed,2023-02-09,2024-02-08
1610,2024-02-09,279,290,4,250.0,0.0,250.0,wallet,completed,2024-02-09,2025-02-08
1611,2024-03-25,280,291,4,250.0,0.0,250.0,card,completed,2024-03-25,2025-03-24
1612,2024-03-06,281,292,4,250.0,0.0,250.0,card,completed,2024-03-06,2025-03-05
1613,2024-03-01,283,294,2,25.0,0.0,25.0,card,completed,2024-03-01,2024-03-31
1614,2024-04-01,283,294,2,25.0,0.0,25.0,card,completed,2024-04-01,2024-04-30
1615,2024-05-01,283,294,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
1616,2024-06-01,283,294,2,25.0,5.42,19.58,card,completed,2024-06-01,2024-06-30
1617,2023-03-18,284,295,4,250.0,0.0,250.0,transfer,completed,2023-03-18,2024-03-17
1618,2024-03-18,284,295,4,250.0,0.0,250.0,card,completed,2024-03-18,2025-03-17
1619,2023-06-08,285,296,4,250.0,26.08,223.92,wallet,completed,2023-06-08,2024-06-07
1620,2024-06-08,285,296,4,250.0,0.0,250.0,card,completed,2024-06-08,2025-06-07
1621,2024-02-01,286,297,3,40.0,0.0,0.0,wallet,failed,2024-02-01,2024-02-29
1622,2024-03-01,286,297,3,40.0,2.18,37.82,card,completed,2024-03-01,2024-03-31
1623,2023-12-01,287,298,2,25.0,0.0,25.0,card,completed,2023-12-01,2023-12-31
1624,2024-01-01,287,298,2,25.0,4.41,20.59,card,completed,2024-01-01,2024-01-31
1625,2024-02-01,287,298,2,25.0,0.0,25.0,card,completed,2024-02-01,2024-02-29
1626,2024-03-01,287,298,2,25.0,6.19,18.81,card,completed,2024-03-01,2024-03-31
1627,2024-04-01,287,298,2,25.0,0.0,25.0,wallet,completed,2024-04-01,2024-04-30
1628,2024-05-01,287,298,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
1629,2024-06-01,287,298,2,25.0,0.0,25.0,card,completed,2024-06-01,2024-06-30
1630,2023-10-01,288,299,1,10.0,0.0,10.0,card,completed,2023-10-01,2023-10-31
1631,2023-11-01,288,299,1,10.0,0.0,10.0,card,completed,2023-11-01,2023-11-30
1632,2023-12-01,288,299,1,10.0,0.0,10.0,card,completed,2023-12-01,2023-12-31
1633,2024-01-01,288,299,1,10.0,0.0,10.0,transfer,completed,2024-01-01,2024-01-31
1634,2024-02-01,288,299,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
1635,2024-03-01,288,299,1,10.0,0.0,10.0,transfer,completed,2024-03-01,2024-03-31
1636,2024-04-01,288,299,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
1637,2024-05-01,288,299,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
1638,2024-06-01,288,299,1,10.0,0.0,10.0,transfer,completed,2024-06-01,2024-06-30
1639,2023-07-01,289,300,2,25.0,0.0,25.0,card,completed,2023-07-01,2023-07-31
1640,2023-08-01,289,300,2,25.0,0.0,25.0,card,completed,2023-08-01,2023-08-31
1641,2023-09-01,289,300,2,25.0,0.0,25.0,card,completed,2023-09-01,2023-09-30
1642,2023-10-01,289,300,2,25.0,0.0,25.0,card,completed,2023-10-01,2023-10-31
1643,2023-11-01,289,300,2,25.0,4.12,20.88,wallet,completed,2023-11-01,2023-11-30
1644,2023-12-01,289,300,2,25.0,0.0,25.0,card,completed,2023-12-01,2023-12-31
1645,2024-01-01,289,300,2,25.0,0.0,25.0,card,completed,2024-01-01,2024-01-31
1646,2024-02-01,289,300,2,25.0,0.0,25.0,card,completed,2024-02-01,2024-02-29
1647,2024-03-01,289,300,2,25.0,0.0,25.0,card,completed,2024-03-01,2024-03-31
1648,2024-04-01,289,300,2,25.0,0.0,25.0,card,completed,2024-04-01,2024-04-30
1649,2024-05-01,289,300,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
1650,2024-06-01,289,300,2,25.0,0.0,25.0,card,completed,2024-06-01,2024-06-30
1651,2023-01-18,290,301,4,250.0,0.0,250.0,wallet,completed,2023-01-18,2024-01-17
1652,2023-10-01,291,302,1,10.0,0.0,10.0,card,completed,2023-10-01,2023-10-31
1653,2023-11-01,291,302,1,10.0,0.0,10.0,wallet,completed,2023-11-01,2023-11-30
1654,2023-12-01,291,302,1,10.0,0.0,10.0,card,completed,2023-12-01,2023-12-31
1655,2024-01-01,291,302,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
1656,2024-02-01,291,302,1,10.0,2.08,7.92,transfer,completed,2024-02-01,2024-02-29
1657,2024-03-01,291,302,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
1658,2024-04-01,291,302,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
1659,2024-05-01,291,302,1,10.0,1.97,8.03,card,completed,2024-05-01,2024-05-31
1660,2024-06-01,291,302,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
1661,2023-09-07,292,303,4,250.0,0.0,250.0,card,completed,2023-09-07,2024-09-06
1662,2023-08-01,293,304,1,10.0,0.0,10.0,card,completed,2023-08-01,2023-08-31
1663,2023-09-01,293,304,1,10.0,1.46,8.54,wallet,completed,2023-09-01,2023-09-30
1664,2023-10-01,293,304,1,10.0,0.0,10.0,card,completed,2023-10-01,2023-10-31
1665,2023-11-01,293,304,1,10.0,0.0,10.0,card,completed,2023-11-01,2023-11-30
1666,2023-12-01,293,304,1,10.0,1.56,8.44,card,completed,2023-12-01,2023-12-31
1667,2024-01-01,294,305,3,40.0,0.0,40.0,transfer,completed,2024-01-01,2024-01-31
1668,2024-02-01,294,305,3,40.0,9.11,30.89,card,completed,2024-02-01,2024-02-29
1669,2023-11-01,295,306,1,10.0,1.89,8.11,card,completed,2023-11-01,2023-11-30
1670,2023-06-01,296,307,2,25.0,0.0,25.0,card,completed,2023-06-01,2023-06-30
1671,2023-07-01,296,307,2,25.0,0.0,25.0,card,completed,2023-07-01,2023-07-31
1672,2023-08-01,296,307,2,25.0,0.0,25.0,transfer,completed,2023-08-01,2023-08-31
1673,2023-09-01,296,307,2,25.0,5.9,19.1,card,completed,2023-09-01,2023-09-30
1674,2023-10-01,296,307,2,25.0,0.0,25.0,card,completed,2023-10-01,2023-10-31
1675,2023-11-01,296,307,2,25.0,0.0,25.0,card,completed,2023-11-01,2023-11-30
1676,2023-12-01,296,307,2,25.0,0.0,25.0,card,completed,2023-12-01,2023-12-31
1677,2024-01-01,296,307,2,25.0,0.0,25.0,card,completed,2024-01-01,2024-01-31
1678,2024-02-01,296,307,2,25.0,0.0,25.0,card,completed,2024-02-01,2024-02-29
1679,2024-03-01,296,307,2,25.0,0.0,25.0,card,completed,2024-03-01,2024-03-31
1680,2024-04-01,296,307,2,25.0,0.0,25.0,card,completed,2024-04-01,2024-04-30
1681,2024-05-01,296,307,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
1682,2024-06-01,296,307,2,25.0,0.0,25.0,card,completed,2024-06-01,2024-06-30
1683,2023-03-01,297,308,1,10.0,2.19,7.81,wallet,completed,2023-03-01,2023-03-31
1684,2023-04-01,297,308,1,10.0,0.0,10.0,card,completed,2023-04-01,2023-04-30
1685,2023-05-01,297,308,1,10.0,0.0,10.0,card,completed,2023-05-01,2023-05-31
1686,2023-06-01,297,308,1,10.0,0.0,10.0,card,completed,2023-06-01,2023-06-30
1687,2023-07-01,297,308,1,10.0,0.0,10.0,card,completed,2023-07-01,2023-07-31
1688,2023-08-01,297,308,1,10.0,0.0,10.0,card,completed,2023-08-01,2023-08-31
1689,2023-09-01,297,308,1,10.0,0.0,10.0,card,completed,2023-09-01,2023-09-30
1690,2023-10-01,297,308,1,10.0,0.0,10.0,card,completed,2023-10-01,2023-10-31
1691,2023-11-01,297,308,1,10.0,0.0,10.0,card,completed,2023-11-01,2023-11-30
1692,2023-12-01,297,308,1,10.0,0.0,0.0,card,failed,2023-12-01,2023-12-31
1693,2024-01-01,297,308,1,10.0,1.18,8.82,card,completed,2024-01-01,2024-01-31
1694,2024-02-01,297,308,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
1695,2024-03-01,297,308,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
1696,2024-04-01,297,308,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
1697,2024-05-01,297,308,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
1698,2024-06-01,297,308,1,10.0,0.6,9.4,wallet,completed,2024-06-01,2024-06-30
1699,2023-10-01,298,309,2,25.0,3.71,21.29,wallet,completed,2023-10-01,2023-10-31
1700,2023-11-01,298,309,2,25.0,0.0,25.0,card,completed,2023-11-01,2023-11-30
1701,2023-12-01,298,309,2,25.0,0.0,25.0,card,completed,2023-12-01,2023-12-31
1702,2024-01-01,298,309,2,25.0,0.0,25.0,card,completed,2024-01-01,2024-01-31
1703,2024-02-01,298,309,2,25.0,0.0,25.0,card,completed,2024-02-01,2024-02-29
1704,2024-03-01,298,309,2,25.0,0.0,25.0,card,completed,2024-03-01,2024-03-31
1705,2024-04-01,298,309,2,25.0,0.0,25.0,wallet,completed,2024-04-01,2024-04-30
1706,2024-05-01,298,309,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
1707,2024-06-01,298,309,2,25.0,0.0,25.0,card,completed,2024-06-01,2024-06-30
1708,2024-01-01,299,310,2,25.0,5.19,19.81,wallet,completed,2024-01-01,2024-01-31
1709,2024-02-01,299,310,2,25.0,2.44,22.56,card,completed,2024-02-01,2024-02-29
1710,2024-03-01,299,310,2,25.0,0.0,25.0,card,completed,2024-03-01,2024-03-31
1711,2024-04-01,299,310,2,25.0,0.0,25.0,wallet,completed,2024-04-01,2024-04-30
1712,2024-05-01,299,310,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
1713,2024-06-01,299,310,2,25.0,0.0,25.0,wallet,completed,2024-06-01,2024-06-30
1714,2023-05-01,300,311,3,40.0,0.0,40.0,card,completed,2023-05-01,2023-05-31
1715,2023-06-01,300,311,3,40.0,0.0,40.0,card,completed,2023-06-01,2023-06-30
1716,2023-07-01,300,311,3,40.0,0.0,40.0,card,completed,2023-07-01,2023-07-31
1717,2023-08-01,300,311,3,40.0,0.0,40.0,card,completed,2023-08-01,2023-08-31
1718,2023-09-01,300,311,3,40.0,9.57,30.43,card,completed,2023-09-01,2023-09-30
1719,2023-10-01,300,311,3,40.0,7.29,32.71,card,completed,2023-10-01,2023-10-31
1720,2023-11-01,300,311,3,40.0,0.0,40.0,transfer,completed,2023-11-01,2023-11-30
1721,2023-12-01,300,311,3,40.0,0.0,40.0,card,completed,2023-12-01,2023-12-31
1722,2024-01-01,300,311,3,40.0,0.0,40.0,wallet,completed,2024-01-01,2024-01-31
1723,2024-02-01,300,311,3,40.0,8.31,31.69,transfer,completed,2024-02-01,2024-02-29
1724,2024-03-01,300,311,3,40.0,8.66,31.34,card,completed,2024-03-01,2024-03-31
1725,2024-04-01,300,311,3,40.0,0.0,40.0,card,completed,2024-04-01,2024-04-30
1726,2024-05-01,300,311,3,40.0,0.0,40.0,card,completed,2024-05-01,2024-05-31
1727,2024-06-01,300,311,3,40.0,0.0,40.0,wallet,completed,2024-06-01,2024-06-30
1728,2024-05-01,301,312,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
1729,2024-06-01,301,312,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
1730,2024-02-01,302,313,1,10.0,0.0,10.0,transfer,completed,2024-02-01,2024-02-29
1731,2024-03-01,302,313,1,10.0,0.0,10.0,wallet,completed,2024-03-01,2024-03-31
1732,2023-02-01,303,314,2,25.0,0.0,25.0,card,completed,2023-02-01,2023-02-28
1733,2023-03-01,303,314,2,25.0,0.0,25.0,wallet,completed,2023-03-01,2023-03-31
1734,2023-04-01,303,314,2,25.0,0.0,25.0,card,completed,2023-04-01,2023-04-30
1735,2023-05-01,303,314,2,25.0,0.0,25.0,card,completed,2023-05-01,2023-05-31
1736,2023-06-01,303,314,2,25.0,0.0,25.0,card,completed,2023-06-01,2023-06-30
1737,2023-07-01,303,314,2,25.0,0.0,25.0,card,completed,2023-07-01,2023-07-31
1738,2023-08-01,303,314,2,25.0,0.0,25.0,card,completed,2023-08-01,2023-08-31
1739,2023-09-01,303,314,2,25.0,0.0,25.0,card,completed,2023-09-01,2023-09-30
1740,2023-10-01,303,314,2,25.0,5.7,19.3,card,completed,2023-10-01,2023-10-31
1741,2023-11-01,303,314,2,25.0,0.0,25.0,card,completed,2023-11-01,2023-11-30
1742,2023-12-01,303,314,2,25.0,1.66,23.34,card,completed,2023-12-01,2023-12-31
1743,2024-01-01,303,314,2,25.0,0.0,25.0,card,completed,2024-01-01,2024-01-31
1744,2024-02-01,303,314,2,25.0,0.0,25.0,card,completed,2024-02-01,2024-02-29
1745,2024-03-01,303,314,2,25.0,0.0,25.0,card,completed,2024-03-01,2024-03-31
1746,2024-04-01,303,314,2,25.0,0.0,25.0,card,completed,2024-04-01,2024-04-30
1747,2024-05-01,303,314,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
1748,2024-06-01,303,314,2,25.0,0.0,25.0,transfer,completed,2024-06-01,2024-06-30
1749,2023-07-01,304,315,1,10.0,0.0,10.0,card,completed,2023-07-01,2023-07-31
1750,2023-08-01,304,315,1,10.0,0.0,10.0,card,completed,2023-08-01,2023-08-31
1751,2023-09-01,304,315,1,10.0,0.0,10.0,card,completed,2023-09-01,2023-09-30
1752,2023-10-01,304,315,1,10.0,0.0,10.0,card,completed,2023-10-01,2023-10-31
1753,2023-11-01,304,315,1,10.0,2.12,7.88,card,completed,2023-11-01,2023-11-30
1754,2023-12-01,304,315,1,10.0,0.0,10.0,wallet,completed,2023-12-01,2023-12-31
1755,2024-01-01,304,315,1,10.0,2.31,7.69,card,completed,2024-01-01,2024-01-31
1756,2024-02-01,304,315,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
1757,2024-03-01,304,315,1,10.0,1.91,8.09,wallet,completed,2024-03-01,2024-03-31
1758,2024-04-01,304,315,1,10.0,0.0,10.0,card,completed,2024-04-01,2024-04-30
1759,2024-05-01,304,315,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
1760,2024-06-01,304,315,1,10.0,1.76,8.24,card,completed,2024-06-01,2024-06-30
1761,2023-09-01,305,316,1,10.0,0.0,10.0,card,completed,2023-09-01,2023-09-30
1762,2023-10-01,305,316,1,10.0,0.0,10.0,card,completed,2023-10-01,2023-10-31
1763,2023-11-01,305,316,1,10.0,0.0,10.0,card,completed,2023-11-01,2023-11-30
1764,2023-12-01,305,316,1,10.0,1.7,8.3,card,completed,2023-12-01,2023-12-31
1765,2024-01-01,305,316,1,10.0,0.0,10.0,card,completed,2024-01-01,2024-01-31
1766,2024-02-01,305,316,1,10.0,0.0,10.0,card,completed,2024-02-01,2024-02-29
1767,2024-03-01,305,316,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
1768,2024-04-01,305,316,1,10.0,2.12,7.88,transfer,completed,2024-04-01,2024-04-30
1769,2024-05-01,305,316,1,10.0,0.0,10.0,card,completed,2024-05-01,2024-05-31
1770,2024-06-01,305,316,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
1771,2024-02-01,306,317,2,25.0,0.0,25.0,card,completed,2024-02-01,2024-02-29
1772,2024-03-01,306,317,2,25.0,0.0,25.0,card,completed,2024-03-01,2024-03-31
1773,2024-04-01,306,317,2,25.0,0.0,25.0,card,completed,2024-04-01,2024-04-30
1774,2024-05-01,306,317,2,25.0,0.0,25.0,card,completed,2024-05-01,2024-05-31
1775,2024-06-01,306,317,2,25.0,0.0,25.0,card,completed,2024-06-01,2024-06-30
1776,2024-03-01,307,318,1,10.0,0.0,10.0,card,completed,2024-03-01,2024-03-31
1777,2024-04-01,307,318,1,10.0,0.0,10.0,wallet,completed,2024-04-01,2024-04-30
1778,2024-05-01,307,318,1,10.0,1.93,8.07,wallet,completed,2024-05-01,2024-05-31
1779,2024-06-01,307,318,1,10.0,0.0,10.0,card,completed,2024-06-01,2024-06-30
1780,2023-03-01,308,319,1,10.0,0.0,10.0,wallet,completed,2023-03-01,2023-03-31
1781,2023-04-01,308,319,1,10.0,0.0,10.0,card,completed,2023-04-01,2023-04-30
1782,2023-05-01,308,319,1,10.0,0.0,0.0,card,failed,2023-05-01,2023-05-31
1783,2023-06-01,308,319,1,10.0,0.0,10.0,card,completed,2023-06-01,2023-06-30
1784,2023-07-01,308,319,1,10.0,0.0,10.0,wallet,completed,2023-07-01,2023-07-31
1785,2023-08-01,308,319,1,10.0,0.0,10.0,card,completed,2023-08-01,2023-08-31
1786,2023-09-01,308,319,1,10.0,1.96,8.04,card,completed,2023-09-01,2023-09-30
1787,2023-10-01,308,319,1,10.0,2.37,7.63,card,completed,2023-10-01,2023-10-31
1788,2023-11-01,308,319,1,10.0,1.02,8.98,wallet,completed,2023-11-01,2023-11-30
1789,2023-12-01,308,319,1,10.0,0.0,10.0,wallet,completed,2023-12-01,2023-12-31
1790,2024-01-01,308,319,1,10.0,1.58,8.42,card,completed,2024-01-01,2024-01-31
